ec_number	ec_description	ec_pindex	pathwayid	pathway_id	pathway_name	avg_p_index_bypathway
3.5.4.16	GTP cyclohydrolase I	1	p790	790	Folate biosynthesis	1.33
3.5.4.25	GTP cyclohydrolase II	2	p790	790	Folate biosynthesis	1.33
4.1.2.25	Dihydroneopterin aldolase	1	p790	790	Folate biosynthesis	1.33
4.1.2.50	6-carboxytetrahydropterin synthase	1	p790	790	Folate biosynthesis	1.33
4.3.99.3	7-carboxy-7-deazaguanine synthase	1	p790	790	Folate biosynthesis	1.33
6.3.2.12	Dihydrofolate synthase	1	p790	790	Folate biosynthesis	1.33
6.3.2.17	Tetrahydrofolate synthase	1	p790	790	Folate biosynthesis	1.33
6.3.4.20	7-cyano-7-deazaguanine synthase	1	p790	790	Folate biosynthesis	1.33
1.16.3.1	Ferroxidase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
1.3.3.3	Coproporphyrinogen oxidase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
2.3.1.37	5-aminolevulinate synthase	2	p860	860	Porphyrin and chlorophyll metabolism	1.14
2.5.1.61	Hydroxymethylbilane synthase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
4.1.1.37	Uroporphyrinogen decarboxylase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
4.2.1.24	Porphobilinogen synthase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
4.2.1.75	Uroporphyrinogen-III synthase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
4.99.1.1	Ferrochelatase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	1	p860	860	Porphyrin and chlorophyll metabolism	1.14
6.1.1.17	Glutamate--tRNA ligase	2	p860	860	Porphyrin and chlorophyll metabolism	1.14
1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1	p900	900	Terpenoid backbone biosynthesis	1.35
2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase	2	p900	900	Terpenoid backbone biosynthesis	1.35
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p900	900	Terpenoid backbone biosynthesis	1.35
2.5.1.1	Dimethylallyltranstransferase	1	p900	900	Terpenoid backbone biosynthesis	1.35
2.5.1.10	(2E,6E)-farnesyl diphosphate synthase	1	p900	900	Terpenoid backbone biosynthesis	1.35
2.5.1.29	Geranylgeranyl diphosphate synthase	1	p900	900	Terpenoid backbone biosynthesis	1.35
2.5.1.31	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	2	p900	900	Terpenoid backbone biosynthesis	1.35
2.5.1.90	All-trans-octaprenyl-diphosphate synthase	1	p900	900	Terpenoid backbone biosynthesis	1.35
2.5.1.91	All-trans-decaprenyl-diphosphate synthase	1	p900	900	Terpenoid backbone biosynthesis	1.35
2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1	p900	900	Terpenoid backbone biosynthesis	1.35
2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1	p900	900	Terpenoid backbone biosynthesis	1.35
4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	1	p900	900	Terpenoid backbone biosynthesis	1.35
5.3.3.2	Isopentenyl-diphosphate Delta-isomerase	1	p900	900	Terpenoid backbone biosynthesis	1.35
4.2.1.17	Enoyl-CoA hydratase	17	p903	903	Limonene and pinene degradation	3.21
2.5.1.75	tRNA dimethylallyltransferase	1	p908	908	Zeatin biosynthesis	1
1.10.2.2	Quinol--cytochrome-c reductase	2	p910	910	Nitrogen metabolism	2.06
1.4.1.13	Glutamate synthase (NADPH)	2	p910	910	Nitrogen metabolism	2.06
1.4.1.2	Glutamate dehydrogenase	5	p910	910	Nitrogen metabolism	2.06
1.6.5.3	NADH:ubiquinone reductase (H(+)-translocating)	2	p910	910	Nitrogen metabolism	2.06
1.9.3.1	Cytochrome-c oxidase	2	p910	910	Nitrogen metabolism	2.06
4.2.1.1	Carbonate dehydratase	1	p910	910	Nitrogen metabolism	2.06
6.3.1.2	Glutamate--ammonia ligase	5	p910	910	Nitrogen metabolism	2.06
3.1.3.7	3'(2'),5'-bisphosphate nucleotidase	1	p920	920	Sulfur metabolism	1.3
4.4.1.8	Cystathionine beta-lyase	3	p920	920	Sulfur metabolism	1.3
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	12	p930	930	Caprolactam degradation	2.83
4.2.1.17	Enoyl-CoA hydratase	17	p930	930	Caprolactam degradation	2.83
2.6.1.1	Aspartate transaminase	11	p950	950	Isoquinoline alkaloid biosynthesis	1.81
2.6.1.1	Aspartate transaminase	11	p960	960	Tropane, piperidine and pyridine alkaloid biosynthesis	2.68
2.6.1.42	Branched-chain-amino-acid transaminase	5	p966	966	Glucosinolate biosynthesis	1.85
2.1.2.9	Methionyl-tRNA formyltransferase	2	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.1	Tyrosine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.10	Methionine--tRNA ligase	2	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.11	Serine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.12	Aspartate--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.14	Glycine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.15	Proline--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.16	Cysteine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.17	Glutamate--tRNA ligase	2	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.19	Arginine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.2	Tryptophan--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.20	Phenylalanine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.21	Histidine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.23	Aspartate--tRNA(Asn) ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.24	Glutamate--tRNA(Gln) ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.3	Threonine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.4	Leucine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.5	Isoleucine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.6	Lysine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.7	Alanine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.9	Valine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.3.5.6	Asparaginyl-tRNA synthase (glutamine-hydrolyzing)	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.3.5.7	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
1.1.1.205	IMP dehydrogenase	2	p983	983	Drug metabolism - other enzymes	3.25
1.17.4.1	Ribonucleoside-diphosphate reductase	4	p983	983	Drug metabolism - other enzymes	3.25
2.4.2.10	Orotate phosphoribosyltransferase	2	p983	983	Drug metabolism - other enzymes	3.25
2.7.4.6	Nucleoside-diphosphate kinase	3	p983	983	Drug metabolism - other enzymes	3.25
3.6.1.23	dUTP diphosphatase	2	p983	983	Drug metabolism - other enzymes	3.25
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	2	p983	983	Drug metabolism - other enzymes	3.25
2.5.1.6	Methionine adenosyltransferase	2	p999	999	Biosynthesis of various plant secondary metabolites	1.34
2.3.1.16	Acetyl-CoA C-acyltransferase	8	p1040	1040	Biosynthesis of unsaturated fatty acids	3.31
4.2.1.17	Enoyl-CoA hydratase	17	p1040	1040	Biosynthesis of unsaturated fatty acids	3.31
2.2.1.1	Transketolase	3	p1051	1051	Biosynthesis of ansamycins	1.4
4.2.1.46	dTDP-glucose 4,6-dehydratase	5	p1055	1055	Biosynthesis of vancomycin group antibiotics	1.8
