ec_number	ec_description	ec_pindex	pathwayid	pathway_id	pathway_name	avg_p_index_bypathway
1.7.99.1	Hydroxylamine reductase	1	p910	910	Nitrogen metabolism	2.06
2.7.2.2	Carbamate kinase	4	p910	910	Nitrogen metabolism	2.06
3.5.1.2	Glutaminase	5	p910	910	Nitrogen metabolism	2.06
3.5.5.1	Nitrilase	5	p910	910	Nitrogen metabolism	2.06
6.3.1.1	Aspartate--ammonia ligase	3	p910	910	Nitrogen metabolism	2.06
2.3.1.46	Homoserine O-succinyltransferase	2	p920	920	Sulfur metabolism	1.3
2.5.1.48	Cystathionine gamma-synthase	3	p920	920	Sulfur metabolism	1.3
4.4.1.8	Cystathionine beta-lyase	3	p920	920	Sulfur metabolism	1.3
3.2.1.31	Beta-glucuronidase	7	p944	944	Flavone and flavonol biosynthesis	1.35
2.6.1.1	Aspartate transaminase	11	p950	950	Isoquinoline alkaloid biosynthesis	1.81
2.6.1.1	Aspartate transaminase	11	p960	960	Tropane, piperidine and pyridine alkaloid biosynthesis	2.68
2.1.2.9	Methionyl-tRNA formyltransferase	2	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.1	Tyrosine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.10	Methionine--tRNA ligase	2	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.11	Serine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.12	Aspartate--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.14	Glycine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.15	Proline--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.16	Cysteine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.17	Glutamate--tRNA ligase	2	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.19	Arginine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.2	Tryptophan--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.20	Phenylalanine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.21	Histidine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.22	Asparagine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.24	Glutamate--tRNA(Gln) ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.3	Threonine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.4	Leucine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.5	Isoleucine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.6	Lysine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.7	Alanine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.1.1.9	Valine--tRNA ligase	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.3.5.6	Asparaginyl-tRNA synthase (glutamine-hydrolyzing)	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
6.3.5.7	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)	1	p970	970	Aminoacyl-tRNA biosynthesis	1.19
1.1.1.1	Alcohol dehydrogenase	11	p980	980	Metabolism of xenobiotics by cytochrome P450	5
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	17	p981	981	Insect hormone biosynthesis	2.73
1.1.1.1	Alcohol dehydrogenase	11	p982	982	Drug metabolism - cytochrome P450	7.38
1.1.1.205	IMP dehydrogenase	2	p983	983	Drug metabolism - other enzymes	3.25
1.17.4.1	Ribonucleoside-diphosphate reductase	4	p983	983	Drug metabolism - other enzymes	3.25
2.4.2.10	Orotate phosphoribosyltransferase	2	p983	983	Drug metabolism - other enzymes	3.25
2.4.2.3	Uridine phosphorylase	2	p983	983	Drug metabolism - other enzymes	3.25
2.4.2.8	Hypoxanthine phosphoribosyltransferase	2	p983	983	Drug metabolism - other enzymes	3.25
2.7.1.48	Uridine kinase	2	p983	983	Drug metabolism - other enzymes	3.25
2.7.4.6	Nucleoside-diphosphate kinase	3	p983	983	Drug metabolism - other enzymes	3.25
3.2.1.31	Beta-glucuronidase	7	p983	983	Drug metabolism - other enzymes	3.25
3.5.2.2	Dihydropyrimidinase	4	p983	983	Drug metabolism - other enzymes	3.25
3.5.4.5	Cytidine deaminase	2	p983	983	Drug metabolism - other enzymes	3.25
3.6.1.23	dUTP diphosphatase	2	p983	983	Drug metabolism - other enzymes	3.25
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	2	p983	983	Drug metabolism - other enzymes	3.25
4.1.1.82	Phosphonopyruvate decarboxylase	2	p998	998	Biosynthesis of various antibiotics	1.3
5.4.2.9	Phosphoenolpyruvate mutase	2	p998	998	Biosynthesis of various antibiotics	1.3
1.1.1.25	Shikimate dehydrogenase	2	p999	999	Biosynthesis of various plant secondary metabolites	1.34
2.5.1.6	Methionine adenosyltransferase	2	p999	999	Biosynthesis of various plant secondary metabolites	1.34
2.3.1.16	Acetyl-CoA C-acyltransferase	8	p1040	1040	Biosynthesis of unsaturated fatty acids	3.31
3.1.2.2	Palmitoyl-CoA hydrolase	2	p1040	1040	Biosynthesis of unsaturated fatty acids	3.31
2.2.1.1	Transketolase	3	p1051	1051	Biosynthesis of ansamycins	1.4
3.3.2.1	Isochorismatase	1	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides	1.15
4.2.1.46	dTDP-glucose 4,6-dehydratase	5	p1055	1055	Biosynthesis of vancomycin group antibiotics	1.8
